code	alternate_title
53-1041.00	["Air Cargo Ground Crew Supervisor","Air Cargo Ground Operations Supervisor","Air Cargo Specialist Supervisor","Air Cargo Supervisor","Aircraft Loadmaster","Airfreight Loading Supervisor","Airport Operations Supervisor","Airport Ramp Supervisor","Baggage Handling Supervisor","Cargo Service Supervisor","Cargo Services Coordinator","Cargo Supervisor","Ground Crew Supervisor","Ground Operations Supervisor","Helicopter Loadmaster","Line Service Supervisor (LSS)","Loadmaster","Ramp and Cargo Supervisor","Ramp Boss","Ramp Supervisor","Sort Operations Supervisor","Station Loadmaster"]
53-1042.00	["Aircraft Cleaning Supervisor","Boat and Plant Utility Supervisor","Building Materials or Lumber Yard Supervisor","Car Cleaning Supervisor","Car Wash Supervisor","Carpenter Labor Supervisor","Chute Boss","Circus Supervisor","Circus Train Supervisor","Cleaning Supervisor","Dock Boss","Field Pipe Lines Supervisor","Floor Supervisor","Freight Loading Supervisor","Gang Boss","Gang Leader","Gang Supervisor","Garbage Collector Supervisor","Gas Pumping Station Supervisor","Grading Supervisor","Grip Boss","Hatch Boss","Hatch Supervisor","Inventory Control Supervisor","Inventory Supervisor","Labor Supervisor","Labor Utilization Superintendent","Load Out Supervisor","Loading and Unloading Supervisor","Mail Handlers Supervisor","Maintenance Supervisor","Material Handling Crew Supervisor","Material Handling Warehouse Supervisor","Materials Supervisor","Package Center Supervisor","Package Supervisor","Parking Lot Supervisor","Parts Manager","Platform Material Handler Manager","Platform Material Handling Supervisor","Preload Supervisor","Pumping Supervisor","Reactor Fueling Supervisor","Receiving Manager","Receiving Supervisor","Recycling Manager","Refuse Collector Supervisor","Rigger Supervisor","Scrap Preparation Supervisor","Shipping Manager","Shipping Supervisor","Stevedoring Superintendent","Stevedoring Supervisor","Tank Cleaning Supervisor","Terminal Operations Manager","Trash Collector Supervisor","Warehouse Coordinator","Warehouse Operations Manager","Warehousing Industry Supervisor","Yard Foreman","Yard Supervisor"]
53-1042.01	["Agency Operator","Corporate Recycling Manager","Heavy Equipment Supervisor","Materials Manager","Recycle Coordinator","Recycle Supervisor","Recycling Center Operator","Recycling Coordinator","Recycling Crew Supervisor","Recycling Manager","Recycling Operations Manager","Recycling Operator","Recycling Program Manager","Recycling Specialist","Recycling Supervisor","Recycling Technician","Route Rider Supervisor","Route Supervisor","Solid Waste Division Supervisor","Waste Reduction Coordinator"]
53-1043.00	["Building Materials Supervisor","Bus Driver Supervisor","Buses Dispatcher Supervisor","Cab Supervisor","Cabs Dispatcher Supervisor","Car Supervisor","Cargo Supervisor","Certified Solid Waste Facility Operator","Chief Compressor Station Engineer","Chief Gauger","Chief Station Engineer","Circus Train Supervisor","Coal Yard Supervisor","Concrete Products Dispatcher","Crane Crew Supervisor","Delivery Supervisor","Dirt Contractor","Distribution Supervisor","Distribution Warehouse Manager","Dock Operations Supervisor","Dock Supervisor","Dockmaster","Driver Manager","Driver Supervisor","Field Pipelines Supervisor","Fleet Manager","Garbage Collection Supervisor","Gas Pumping Station Supervisor","Gas Station Manager","Gas Station Operator","Gas Station Supervisor","Grading Supervisor","Hauling Contractor","Head Well Puller","Header","House Mover","Load-Out Supervisor","Loading Rack Supervisor","Lumber Yard Supervisor","Material Crew Supervisor","Material Handling Supervisor","Milk Route Supervisor","Motor Vehicle Operator Road Supervisor","Move Coordinator","Newspaper Distributor Supervisor","Oil Dispatcher","On Car Supervisor","Parking Lot Supervisor","Pilot Supervisor","Port Steward","Pumping Supervisor","Reactor Fueling Supervisor","Refuse Collector Supervisor","Retail Route Supervisor","Rig Manager","Rig Superintendent","Road Supervisor","Road Supervisor of Engines","Roadmaster","Route Delivery Manager","Route Delivery Supervisor","Route Manager","Route Sales Delivery Drivers Supervisor","Sanitary Landfill Supervisor","Service Manager","Service Station Manager","Service Station Operator","Service Supervisor","Shipping Coordinator","Shipping Manager","Shipping Receiving Manager","Snow Removing Supervisor","Stevedoring Superintendent","Storage Garage Manager","Street Supervisor","Surface Supervisor","Taxi Driver Supervisor","Track Supervisor","Traffic Warehouse Supervisor","Trainmaster","Transportation Coordinator","Transportation Supervisor","Truck Dispatcher Supervisor","Truck Driver Supervisor","Truck Supervisor","Warehouse Foreman","Warehouse Supervisor","Yard Conductor","Yard Manager","Yard Supervisor"]
53-1044.00	["Airflight Attendants Supervisor","Airplane Flight Attendant Supervisor","Airplane Pilot Supervisor","Boatswain","Cargo Supervisor","Chief Passenger Ship Steward","Chief Passenger Ship Stewardess","Flight Purser","On Car Supervisor","Pilot Supervisor","Port Steward","Service Industry Coordinator","Service Manager","Service Supervisor","Stewardess Supervisor","Transportation Supervisor","Trucks, Cabs, and Buses Dispatcher Supervisor"]
53-1049.00	
53-2011.00	["Air Force Pilot","Aircraft Captain","Aircraft Pilot","Airline Captain","Airline Pilot","Airline Pilot (Captain)","Airline Pilot Flight Instructor","Airline Pilot In Command","Airline Pilot Second In Command","Airline Transport Pilot","Airplane Pilot","Army Helicopter Pilot","Astronaut","Captain","Charter Pilot","Charter Pilot (Air Transport Pilot Certificate Required)","Charter Pilot (Airline)","Check Airman","Co Pilot","Co-Pilot","Commercial Airline Pilot","Commuter Pilot","Executive Pilot","Facilities Flight Check Pilot","Fighter Pilot","First Officer","Flight Inspector","Jet Pilot","Military Pilot","Navy Fighter Pilot","Pilot","Regional Airline Pilot"]
53-2012.00	["Aerial Advertiser","Aerial Crop Duster","Aerial Hurricane Hunter","Aerial Sprayer","Agricultural Pilot","Air Ambulance Captain","Air Ambulance Helicopter Pilot","Air Tour Pilot","Airplane Patroller","Airplane Pilot","Aviator","Balloon Pilot","Balloonist","Captain","Charter Pilot","Charter Pilot (Commercial Pilot Certificate Required)","Charter Pilot (Commercial)","Check Airman","Chief Pilot","Chopper Operator","Commercial Airplane Pilot","Commercial Helicopter Pilot","Commercial Pilot","Corporate Pilot","Crop Duster","Emergency Medical Service Rotary Wing Pilot (EMS Rotary Wing Pilot)","EMS Helicopter Pilot (Emergency Medical Service Helicopter Pilot)","Executive Pilot","First Officer","Flight Instructor","Flight Instructor (Commercial Pilots)","Flyer","Flying Instructor","Forestry Pilot","Helicopter Pilot","Line Pilot","Mapping Pilot","Photogrammetry Airplane Pilot","Pilot","Private Pilot","Rotor Pilot","Spray Pilot","Test Pilot","Transport Pilot"]
53-2021.00	["Access Control Specialist","Air Route Controller","Air Route Traffic Controller","Air Traffic Control Operator","Air Traffic Control Specialist (ATCS)","Air Traffic Control Specialist, Terminal","Air Traffic Control Specialist\/Certified Professional Controller (ATC Specialist\/CPC)","Air Traffic Controller (ATC)","Air Traffic Controller (Enroute Option)","Air Traffic Controller (Tower Option)","Air Traffic Controller, Center","Air Traffic Coordinator","Aircraft Communicator","Airline Dispatcher","Airport Tower Controller","Airport Traffic Controller","Airway Controller","Airway Traffic Controller","Airways Control Specialist","Airways Operations Specialist","Certified Professional Controller (CPC)","Chief Communications Officer","Chief Controller","Communications Operator","Control Tower Operator","Dispatcher","Enroute Controller","Flight Communications Officer","Flight Control Specialist","Flight Dispatcher","Flight Radio Officer","Flight Radio Operator","Flight Service Specialist","Flight Tower Dispatcher","Ground Control Approach Technician (GCA Technician)","Radar Air Traffic Controller","Signal Tower Operator","Station Air Traffic Control Specialist","Technical Communicator","Tower Air Traffic Control Specialist","Tower Control Operator","Traffic Control Specialist"]
53-2022.00	["Airfield Services Officer","Airline Dispatcher","Airport Operations Coordinator","Airport Operations Crew Member","Airport Operations Officer","Airport Operations Specialist","Aviation Operations Specialist","Flight Follower","Flight Information Expediter","Flight Operation Coordinator","Flight Operations Agent","Flight Operations Coordinator","Flight Operations Planner","Ground Operations Crew Member","Operations Agent","Operations Coordinator","Operations Specialist"]
53-2031.00	["Airline Attendant","Airline Flight Attendant","Airline Hostess","Airline Stewardess","Airplane Flight Attendant","Door and Arrival Attendant","Flight Attendant","Flight Attendant, Inflight Services","Flight Attendant\/Air Transportation Supervisor","Flight Attendant\/Inflight Manager","Flight Attendant\/Inflight Supervisor","Flight Crew Member","Flight Hostess","Flight Steward","In-Flight Crew Member","International Flight Attendant","Lead Instructor\/Flight Attendant","Meal Attendant","Purser","Ramp Flight Attendant"]
53-3011.00	["Ambulance Attendant","Ambulance Driver","Certified Emergency Vehicle Technician (CEV Technician)","Chair Car Driver","Class B Driver","CPR Ambulance Driver (Cardio Pulmonary Resuscitation Ambulance Driver)","Driver","Driver Medic","Emergency Care Attendant (ECA)","Emergency Medical Vehicle Operator","Emergency Vehicle Operations Instructor","Emergency Vehicle Operator","Emergency Vehicle Technician","EMS Driver (Emergency Medical Services Driver)","EMS First Responder (Emergency Medical Services First Responder)","EMS Medic (Emergency Medical Services Medic)","First Responder","Hospital Carrier","Medic Technician","Medical Transport Driver","Medical Van Driver (Medi-Van Driver)","Mobile Health Vehicle Operator","Mobile Medical Van Advanced Practitioner","Patient Carrier","Transport Medic","Vehicle Operator Technician","Wheelchair Van Operator First Responder"]
53-3031.00	["Bakery Deliverer","Bobtailer","Bread Distributor","Bread Jockey","Breadman","Catering Driver","City Route Driver","City Routeman","Coal Deliverer","Delivery Man","Delivery Person","Delivery Sales Worker","Driver","Driver Salesman","Expressman","Ice Delivery Driver","Iceman","Jukebox Route Driver","Jukebox Routeman","Laundry Route Driver","Laundry Routeman","Lunch Truck Driver","Milk Deliverer","Milk Delivery Driver","Milk Route Deliverer","Milk Truck Driver","Milk Wagon Driver","Milkman","Motor Route Carrier","Newspaper Deliverer","Newspaper Delivery Driver","Pick Up Driver","Pizza Delivery Driver","Publication Distributor","Relay Man","Relay Worker","Route Contractor","Route Deliverer","Route Delivery Driver","Route Driver","Route Driver Salesperson","Route Jumper","Route Rider","Route Sales Driver","Route Sales Person","Route Sales Representative","Route Salesman","Route Salesperson","Routeman","Rural Carrier","Sales Deliverer","Sales Route Driver","Salesperson Driver","Special Events Driver","Towel Distributor","Truck Driver Salesperson","Wagon Driver Salesperson","Shopper","Grocery Shopper","Shopper Team Member","Online Order Shopper","Whole Foods Shopper","Supermarket Shopper & Delivery","Store Shopper","Supermarket Shopper","Shopper Car Required","Personal shopper","Shop"]
53-3032.00	["Aircraft Refueler","Armored Truck Driver","Auto Carrier Driver","Auto Crane Driver","Auto Haulaway Driver","Auto Hauler","Auto Transport Driver","Basket Operator","Batch Mixing Truck Driver","Bull Driver","Car Ferrier","Car Pick Up Driver","Car Pilot","Carrier Driver","CDL Driver (Commercial Drivers License Driver)","CDL Truck Driver (Commercial Drivers License Truck Driver)","Cement Mixer Driver","Cement Truck Driver","City Driver","Class A CDL Truck Driver (Class A Commercial Driver's License Truck Driver)","Class A Commercial Drivers License Truck Driver (Class A CDL Truck Driver)","Class A Truck Driver","Class B Driver","Coal Hauler","Commercial Driver's License Driver (CDL Driver)","Commercial Driver's License Truck Driver (CDL Truck Driver)","Commercial Trailer Truck Driver","Company Driver","Concrete Mixer Driver","Concrete Mixer Truck Driver","Concrete Mixing Truck Driver","Concrete Truck Driver","Construction Driver","Contract Mail Carrier","Cream Gatherer","Cream Hauler","Cross Country Truck Driver","Cryogenic Transport Driver","Dairy Truck Driver","Dedicated Driver","Delivery Truck Driver","Diesel Truck Driver","Dray Truck Driver","Drip Pumper","Driver","Driver-Utility Worker","Dump Truck Driver","Dumpster Driver","Dumpster Operator","Explosives Truck Driver","Farm Truck Driver","Feeder Driver","Feedmobile Driver","Flatbed Driver","Flatbed Truck Driver","Fuel Oil Truck Driver","Fuel Truck Driver","Furniture Mover Driver","Garbage Collector Driver","Garbage Truck Driver","Gas Truck Driver","Goat Driver","Gravel Hauler","Gravel Truck Driver","Hauler","Heavy Truck Driver","Highway Truck Driver","Hook Up Driver","Hostler","Jockey","Jumper","Line Driver","Line Haul Driver","Livestock Trucker","Log Truck Driver","Logging Truck Driver","Long Haul Truck Driver","Maintenance Truck Driver","Mechanic Driver","Milk Collector","Milk Driver","Milk Hauler","Milk Pickup Driver","Milk Pickup Truck Driver","Milk Truck Driver","Mixer Driver","Moto Mix Operator","Moving Van Driver","Oil Deliverer","Oil Spraying Machine Operator","Oil Transport Driver","Oil Truck Driver","OTR Truck Driver (Over the Road Truck Driver)","Over the Road Driver (OTR Driver)","Over-the-Road Driver","Pick Up and Delivery Driver (P & D Driver)","Pickup Driver","Powder Truck Driver","Production Truck Driver","Ready Mix Truck Driver","Regional Driver","Road Driver","Roll Off Driver","Rubbish Truck Driver","Sand Hauler","Sanitation Truck Driver","Semi Driver","Semi Truck Driver","Semi-Truck Driver","Sprinkler Driver","Sprinkling Truck Driver","Star Route Mail Driver","Street Flusher Driver","Street Sprinkler","Tank Driver","Tank Truck Driver","Tank Truck Operator","Tank Wagon Driver","Tank Wagon Operator","Tanker Driver","Tar Distributor Operator","Team Driver","Team Truck Driver","Tow Car Driver","Tow Truck Driver","Tow Truck Operator","Tractor Trailer Moving Van Driver","Tractor Trailer Operator","Tractor-Trailer Driver","Tractor-Trailer Truck Driver","Trailer Driver","Trailer Truck Driver","Transfer Worker","Transit Mix Operator","Transit Mixer Driver","Transit Mixer Operator","Transport Driver","Transport Truck Driver","Trash Collector Truck Driver","Trash Hauler","Truck Chauffeur","Truck Driver","Truck Driver Rubbish Collector","Truck Driver Teamster","Truck Hop","Truck Hopper","Truck Jumper","Truck Switcher","Trucker","UPS Driver (United Parcel Service Driver)","Van Driver","Waste Collection Driver","Water Truck Driver","Wrecker Driver","Wrecker Operator","Wrecking Car Driver","Yard Spotter","CDL","CDL Owner Operator"]
53-3033.00	["Baggageman","Bulk Delivery Driver","Car Escort","Commercial Driver","Deliverer","Delivery Driver","Delivery Person","Directory Carrier","Distributor of Directories","Distributor Operator","Driver","Driver\/Merchandiser","Errand Runner","Escort Vehicle Driver","Explosives Truck Driver","Food Service Agent","Food Service Driver","Grocery Worker","Independent Driver","Liquid Fertilizer Servicer","Local Driver","Local Truck Driver","Mail Messenger Contractor","Order Runner","Order Worker","Package Car Driver","Package Delivery Driver","Parcel Post Truck Driver","Parts Driver","Parts Runner","Pharmacy Delivery Driver","Pick Up Driver","Pick Up Truck Driver","Residential Driver","Route Deliverer","Route Delivery Service Driver","Route Driver","Route Rider","Routeman","Runner","Service Car Driver","Service Provider","Servicer","Special Delivery Worker","Store Driver","Telephone Directory Distributor Driver","Truck Driver","UPS Driver (United Parcel Service Driver)","Van Driver","Wagon Person"]
53-3051.00	["Bus Driver","Bus Monitor","Campus Driver","School Bus Driver","School Bus Operator","Shuttle Bus Driver","Special Education Bus Driver","Special Education Driver"]
53-3052.00	["Bus Driver","Bus Operator","Charter Bus Driver","Charter Coach Driver","Charter Driver","City Bus Driver","Coach Operator","Day Haul or Farm Charter Bus Driver","Interstate Bus Driver","Jitney Driver","Mobile Lounge Driver or Operator","Motor Bus Driver","Motor Coach Bus Driver","Motor Coach Driver","Motor Coach Operator","Motor Coach Tour Operator","Motorcoach Driver","Motorcoach Operator","Public Transit Bus Driver","Public Transit Trolley Driver","Stage Driver","Transit Bus Driver","Transit Coach Operator","Transit Driver","Transit Operator","Transport Operator"]
53-3053.00	["Airport Shuttle Driver","Chauffeur","Corporate Driver","Courtesy Car Driver","Courtesy Van Driver","Crew Car Driver","Delivery Driver","Drive Away Driver","Driver","Escort Car Driver","Flag Car Driver","Funeral Car Chauffeur","Funeral Car Driver","Hearse Driver","Limo Driver (Limousine Driver)","Livery Car Driver","Motor Coach Chauffeur","Motor Coach Driver","Motor Pool Driver","New Car Driver","Patient Transportation Driver","Rehabilitation Driver","Rental Car Deliverer","Shuttle Bus Driver","Shuttle Driver","Special Client Bus Driver","Special Needs Bus Driver","Tow Bar Driver","Transporter","Utility Worker Driver","Van Driver","Wide Load Escort"]
53-3054.00	["Bicycle Taxi Driver","Cab Driver","Hack Driver","Hacker","Lyft Driver","Pedicab Driver","Rickshaw Driver","Taxi Cab Driver","Taxi Driver","Taxicab Driver"]
53-3099.00	["Assembly Line Driver","Car Deliverer","Car Driver","Delivery Motorcycle Driver","Ice-Resurfacing Machine Operators","Leaf Sucker Operator","Motorcycle Deliverer","Motorcycle Delivery Driver","New Autos Delivery Driver","Power Sweeper Operator","Roads and Parking Lots Sweeper-Operator","Starting Gate Driver","Street Cleaning Equipment Operator","Street Sweeper Operator","Sweeper","Tractor Sweeper Operator"]
53-4011.00	["Diesel Engine Operator","Diesel Engineer","Diesel Locomotive Engineer","Engine Pilot","Engineer","Engineman","Freight Engineer","Fuel Pilot Engineer","Locomotive Engineer","Locomotive Operator","Lokie Driver","Lokie Engineer","Motor Driver","Motor Operator","Motor Runner","Motorman","Narrow Gauge Engineer","Narrow Gauge Operator","Operator Engineer","Passenger Locomotive Engineer","Pilot Fuel Engineer","Rail Car Operator","Rail Detector Car Operator","Rail Signaling Specialist","Railroad Engineer","Railroad Operating Engineer","Railway Engineer","Relay Motorman","Systems Engineer","Through Freight Engineer","Train Engineer","Train Operator","Trainman","Trainmaster","Transportation Specialist","Trip Motor Operator"]
53-4013.00	["Car Barn Laborer","Car Mover","Car Repairman","Coal Tram Driver","Coal Trammer","Diesel Dinkey Engineer","Diesel Dinkey Operator","Dinkey Driver","Dinkey Engine Operator","Dinkey Engineer","Dinkey Locomotive Engineer","Dinkey Locomotive Operator","Dinkey Motor Operator","Dinkey Operator","Dinkey Skinner","Dump Motor Operator","Dump Motorman","Duty Engineer","Engine Hostler","Engineer","Goat Driver","Haulage Engine Operator","Hostler","Ingot Buggy Operator","Ingot Car Operator","Larriman","Larry Car Operator","Mine Motor Engineer","Mine Motor Operator","Rail Equipment Operator","Rail Switcher","Rail Switchman","Railcar Switcher","Railcar Switchman","Railroad Engineer","Shunt Operator","Slag Motor Operator","Switch Engineer","Switcher","Switcher Operator","Switchman","Train Operator","Transportation Specialist","Work Car Operator","Yard Engineer","Yard Hostler","Yard Motor Operator","Yard Switcher"]
53-4022.00	["Air Brake Operator","Air Hose Coupler","Area Brakeman","Brake Holder","Brake Rider","Brakeman","Car Coupler","Car Hopper","Car Rider","Car Runner","Car Shifter","Car Shunter","Carman","Conductor","Coupler","Diesel Locomotive Fireman","Diesel Locomotive Firer","Dinkey Brakeman","Dinkey Engine Fireman","Dinkey Engine Firer","Donkey Engine Fireman","Donkey Engine Firer","Dukey Rider","Electric Locomotive Fireman","Electric Locomotive Firer","Engineer Assistant","Enginehouse Brakeman","Fireman","Firer","Flagger","Flagman","Freight Brake Operator","Freight Brakeman","Freight Conductor","Gang Rider","Locomotive Fireman","Locomotive Firer","Locomotive Switch Operator","Motor Brakeman","Narrow Gauge Brakeman","Nipper","Passenger Brakeman","Passenger Train Braker","Patcher","Railcar Brake Operator","Railcar Switchman","Railroad Brake Operator","Railroad Brakeman","Railroad Carman","Railroad Fireman","Railroad Firer","Railroad Signal Operator","Railroad Switch Operator","Railroad Switchman","Railroad Yard Worker","Railway Switch Operator","Railway Switchman","Rider","Road Freight Brake Coupler","Rope Rider","Roundhouse Fireman","Roundhouse Firer","Set Rider","Shop Fireman","Shop Firer","Signal Person","Skates Operator","Skatesman","Snapper","Steam Locomotive Fireman","Steam Locomotive Firer","Swamper","Switch Coupler","Switch Operator","Switch Tender","Switching Operator","Switchman","Terminal Carman","Trailer","Train Brake Operator","Train Brakeman","Train Braker","Train Crew Member","Trainman","Trip Rider","Tub Rider","Yard Brakeman","Yard Coupler","Yard Person","Yard Switch Operator"]
53-4031.00	["Car Chaser","Car Dispatcher","Car Distributor","Car Spotter","Centralized Traffic Control Operator (CTC Operator)","Conductor","Conductor and Engineer","Conductor, Freight","Conductor\/Brakeman","Dispatch Manager","Freight Conductor","Freight Trainperson","Motor Boss","Outbound Operator","Outbound Supervisor","Passenger Car Conductor","Passenger Conductor","Pullman Conductor","Railroad Conductor","Railroad Dispatcher","Road Conductor","Road Freight Conductor","Roadmaster","Sleeping Car Conductor","Supervisor, Engines, Road","Switch Operators Supervisor","Switchman Supervisor","Test Conductor","Ticket Collector","Traffic Control Operator","Train Conductor","Train Dispatcher","Train Master","Trainman","Trains Dispatcher Supervisor","Transportation Supervisor","Yard Conductor","Yard Manager","Yard Pilot","Yard Spotter","Yard Supervisor","Yardmaster"]
53-4041.00	["Combined Rail Operator","Electric Motorman","Elevated Motorman","Light Rail Operator","Light Rail Train Operator","Light Rail Transit Operator","Light Rail Vehicle Operator (LRV Operator)","Monorail Operator","Motor Operator","Rail Operator","Rail Transit Operator","Rapid Transit Operator (RTO)","Service Vehicle Operator","Shuttle Route Vehicle Operator","Streetcar Motorman","Streetcar Operator","Subway Conductor","Subway Train Driver","Subway Train Operator","Track Car Operator","Trackmobile Operator","Train Operator","Tram Operator","Trammer","Transfer Car Operator","Transit Operator","Trolley Car Operator","Trolley Operator","Vehicle Operator"]
53-4099.00	["Ballast Cleaning Operator","Ballast Regulator Operator","Block Operator","Car Barn Laborer","Car Retarder Operator","Control Tower Operator","Hostler Helper","Hot Box Checker","Hot Box Spotter","Interlocker","Interlocking Tower Operator","Lever Operator","Oiler Helper","Power Ballast Machine Operator","Rail Tractor Operator","Rail Transportation Tabeler","Rail Walker","Railroad Hand","Railroad Worker","Railroader","Railway Equipment Operator","Retarder Operator","Semaphore Operator","Signal Operator","Signal Tower Director","Signal Tower Operator","Tableman","Tamping Machine Operator","Target Man","Target Worker","Tower Director","Tower Observer","Tower Operator","Tower Switch Operator","Tower Watchman","Towerman","Track Broom Operator","Trackmobile Operator","Train Director","Transfer Table Operator","Transfer Table Operator Helper","Turntable Engineer"]
53-5011.00	["Able Bodied Seaman (AB Seaman)","Able Bodied Watchman (AB Watchman)","Able Seaman","Barge Hand","Barge Worker","Bargeman","Boat Crew Deck Hand","Boat Deckhand","Boat Hand","Boat Laborer","Boat Person","Boatman","Bosun","Buoy Tender","Cabin Worker","Cadet","Captain's Assistant","Chief Yeoman","Crew Member","Crewman","Deck Cadet","Deck Hand","Deck Mate","Deckhand","Deckhand Engineer","Ferry Hand","Ferryman","Float Tender","Floater","Floatman","Handyman","Lighterman","Lookout","Marine Firefighter","Marine Fireman","Marine Oiler","Marine Technician","Marine Water Tender","Mariner","Master at Arms","Merchant Marine","Merchant Mariner","Merchant Seaman","Oiler","Ordinary Seaman","Pleasure Craft Sailor","Quartermaster","Refrigerating Oiler","River Transportation Worker","Riverman","Roustabout","Sailor","Scaler","Scow Hand","Scowman","Seaman","Ship Laborer","Steerer","Steersman","Tankerman","Vessel Ordinary Seaman","Water Tender","Wheelman","Wiper","Yacht Hand","Yachtsman"]
53-5021.00	["Able Bodied Seaman (AB Seaman)","Able Bodied Tankerman (AB Tankerman)","Area Relief Pilot","Bar Pilot","Barge Captain","Barge Master","Barge Mate","Barge Pilot","Boat Captain","Boat Master","Boat Mate","Boat Operator","Boat Pilot","Boatswain","Boatswain's Mate","Canal Boat Captain","Canal Boat Operator","Canal Driver","Captain","Car Ferry Captain","Car Ferry Master","Charter Boat Captain","Coastal Tug Mate","Deck Engineer","Deck Officer","Deep Submergence Vehicle Operator","Derrick Boat Captain","Dock Master","Docking Pilot","Dredge Captain","Dredge Mate","Ferry Boat Captain","Ferry Captain","Ferry Pilot","Ferry Terminal Supervisor","Ferryboat Captain","Ferryboat Operator","Ferryboat Pilot","First Mate","First Officer","Fishing Vessel Captain","Fishing Vessel Mate","Fourth Mate","Fourth Officer","Harbor Boat Pilot","Harbor Pilot","Harbor Tug Captain","Lighter Captain","Marine Pilot","Marine Superintendent","Maritime Officer","Maritime Pilot","Master","Master Mariner","Master Pilot","Mate","Navigation Officer","Navigator","Oil Tanker Captain","Passenger Barge Master","Pilot","Port Captain","Relief Captain","Relief Docking Master","Relief Master","Relief Mate","Relief Pilot","River Boat Captain","River Captain","River Pilot","Riverboat Master","Sailboat Captain","Sailing Master","Sailing Officer","School Boat Driver","Scow Captain","Sea Captain","Second Mate","Second Officer","Ship Captain","Ship Harbor Pilot","Ship Master","Ship Mate","Ship Pilot","Shipmaster","Shrimp Boat Captain","Skipper","Sling Operator","Sloop Captain","Speedboat Driver","State Pilot","Steamboat Captain","Steamboat Pilot","Third Mate","Third Officer","Tow Boat Captain","Towboat Captain","Towboat Pilot","Towing Pilot","Tug Boat Captain","Tug Captain","Tugboat Captain","Tugboat Mate","Tugboat Operator","Tugboat Pilot","Vessel Captain","Vessel Master","Water Vessel Captain","Yacht Captain","Yacht Master"]
53-5022.00	["Boat Driver","Boat Launch Operator","Boat Operator","Boat Person","Boatman","Charter Boat Operator","Crew Boat Operator","Deputy Harbormaster","Dock Hand","Launch Operator","Launch Steward","Launchman","Mooring Master","Motorboat Operator","Outboard Motorboat Operator","Pilot Boat Operator","River and Lakes Boatman","Rivers and Lakes Boatman","Rivers and Lakes Leverman","Seating Captain","Speedboat Driver","Speedboat Operator","Taxi Captain","Towboat Operator","Water Taxi Boat Mate","Water Taxi Captain","Water Taxi Ferry Operator","Water Taxi Operator"]
53-5031.00	["Assistant Engineer","Barge Engineer","Chief Engineer","Deck Engineer","Engineer","Equipment Operating Engineer","Ferry Engineer","Fire Boat Engineer","Fire Department Marine Engineer","Harbor Engineer","Licensed Marine Engineer","Marine Engine Mechanic","Marine Mechanic","Maritime Engineer","Officer in Charge of Engineering Watch (OICEW)","Operating Engineer","Operating or Equipment Maintenance Marine Engineer","Port Engineer","Ship Engines Operating Engineer","Small Boat Engineer","Towboat Engineer","Tug Boat Engineer","Tugboat Engineer","Turnaround Engineer","Vessel Engineer"]
53-6011.00	["Bridge Crew Member","Bridge Leverman","Bridge Opener","Bridge Operator","Bridge Saw Operator","Bridge Tender","Bridgeman","Crossing Tender","Crossing Watchman","Dam Attendant","Dam Operator","Dam Repairer","Dam Tender","Draw Operator","Drawbridge Operator","Drawbridge Tender","Gate Attendant","Leverman","Lighthouse Keeper","Lock and Dam Operator","Lock and Dam Repairer","Lock Keeper","Lock Master","Lock Operator","Lock Repairer","Lock Tender","Lock Tender Operator","Lockman","Locks Tender","Marine Tower Operator","Slip Bridge Operator","Station Gateman"]
53-6021.00	["Attendant","Auto Hiker","Auto Parker","Automobile Relocation Engineer","Car Chaser","Car Hiker","Car Hop","Car Hopper","Car Hostler","Car Jockey","Car Lot Attendant","Car Parker","Car Runner","Car Shagger","Hiker","Lot Attendant","Parking Attendant","Parking Cashier","Parking Lot Attendant","Parking Lot Attendant and Cashier","Parking Lot Laborer","Parking Lot Signaler","Parking Lot Spotter","Parking Ramp Attendant","Ramp Jockey","Truck Spotter","Valet","Valet Attendant","Valet Parker","Valet Parking Attendant","Valet Runner"]
